"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Slovenia","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL",":",""
"Croatia","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"EU25TOTALS","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","536,730,170",""
"EU27TOTALS","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","537,210,170",""
"Cyprus","Jan.-Dec. 2012","31031290","Mattresses (excluding with spring interiors, of cellular rubber or plastics)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","629,630,352",""
"Netherlands","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","105,848,000",""
"Germany","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL",":",""
"Italy","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","419,161,000",""
"United Kingdom","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","642,840,406",""
"Ireland","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","14,729,000",""
"Denmark","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","70,432,312",""
"Greece","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","9,671,760",""
"Portugal","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","30,820,914",""
"Spain","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","340,350,486",""
"Belgium","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","71,475,551",""
"Luxemburg","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL",":",""
"Norway","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","29,344,490",""
"Sweden","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL",":",""
"Finland","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","31,491,706",""
"Austria","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","121,811,100",""
"Malta","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","12,793,640",""
"Latvia","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","3,168,699",""
"Lithuania","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","17,428,290",""
"Poland","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","234,354,769",""
"Czech Republic","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","114,206,052",""
"Slovakia","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","42,968,027",""
"Hungary","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","36,059,063",""
"Romania","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","10,501,095",""
"Bulgaria","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","14,409,449",""
"Slovenia","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","18,562,285",""
"Croatia","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","10,815,927",""
"EU25TOTALS","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","4,175,089,456",""
"EU27TOTALS","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","4,200,000,000",""
"Cyprus","Jan.-Dec. 2012","31091100","Metal furniture (excluding office, medical, surgical, dental or veterinary furniture; barbers¿ chairs - cases and cabinets specially designed for hi-fi systems, videos or televisions)","PRODVAL","0",""
"France","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","535,381,770",""
"Netherlands","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","50,861,000",""
"Germany","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","1,409,017,074",""
"Italy","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","1,644,068,000",""
"United Kingdom","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","544,163,676",""
"Ireland","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","27,737,000",""
"Denmark","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","175,529,239",""
"Greece","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","16,247,657",""
"Portugal","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","162,762,282",""
"Spain","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","400,282,225",""
"Belgium","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","81,527,415",""
"Luxemburg","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","0",""
"Norway","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","110,571,110",""
"Finland","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","11,867,802",""
"Austria","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","29,734,100",""
"Malta","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","33,553,495",""
"Latvia","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","17,063,743",""
"Lithuania","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","144,435,965",""
"Poland","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","253,132,029",""
"Czech Republic","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","70,616,048",""
"Slovakia","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","46,318,259",""
"Hungary","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","41,247,250",""
"Romania","Jan.-Dec. 2012","31091230","Wooden bedroom furniture (excluding builders¿ fittings for cupboards to be built into walls, mattress supports, lamps and lighting fittings, floor standing mirrors, seats)","PRODVAL","98,227,997",""
